Encrypted Filename,Original Name,Timestamp,SHA-256 Hash
5cbc980cb77b0b37c43e63d7a0fc797f28d8f9a5f389f7aa89deadd23d522918.enc,sample.txt,2025-06-14T18:16:14.775404,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
eda447b9aa3aa7853a33481cdfd1080f4e1b820799a916df2e757ffe7dd409a4.enc,sample1.mp4,2025-06-15T10:12:41.052455,7947c849ac4f7a2ca506f15d76165ba509fc95db5d210476b36fcf1367ecbf37
